hash,dungeon_id,keystone_level,duration,timestamp,faction,members
e0e0a2214344d2bc394877708c8e902a8b6e8b91323bbeb7729d7dd4c33d0b94,247,11,1545014,1742602664000,ALLIANCE,8db705de91b88a80fce67661e169e28d5dfcf195a7cbb1d4db0a526fc50f67fd;7da8cdfa6e0a3e08a6068369a6059b1bde58ab79ce9dc82450c90216343bc216;7fffe1572f4c44137978f99f9f9ba67d5891db66c95f411c07d066b85a24a96e;4a136859ec1a3517d1a3298728c504c6d86ae9f56f1c57429839a13bd97daa16;9f936503fef2678ddbf3e04da0cfa539aa15df42b27f0fa62f49fb8c96ecafab
3eaaf8094095be77b26868a13b8ae11cd27053eeab93cd4fcbabad3772abf86d,247,11,1562121,1742570716000,ALLIANCE,379172e6d4bf6eba9e342980a1c1959b1efd52d4f2b54d03dcfa9f412a6d94aa;14daf9f7a9aea739cea29b82cc2eae13a6088a11b29cd361896ea12909072569;f3979db78bcfc599b9f1625510c81bec14547a36eee8b5a8ab7f0f0678fd4933;30b4f49ae5266b0ba8e5b3b638bdf60832d7c0a2d2f1f8f9613bb253d39f0e1c;a28ab8000266e8825fdc1ccbc8c54af676072da09ada6779f9a63ff719097faf
e0465d3742efd60a5ab56a8e8cc86b752eabad1198d4343975f91965f7a0d5ab,247,11,1579988,1742371100000,ALLIANCE,423f1d7b15b84e9e0871e5116090e67e48296204f8eee69b52c4a568a9ede523;cdb559ff09c59131a660a3b9d838aa575b1f5cf8e6ba28c1bac71df3099fed97;a4e129d96edae6694b7bbf1354be5088d237e45206844c4e50dcd77cd7746779;2912368a220985faaa40f47fc58a13e8599c4e4ac306e0f30c376f09ba1db27e;52681fbbccfab9708cabeacc1af562db609d17f114ff63371ce0e3037ed635a4
a98ba7cfbedcf00baff26f99ecbed27a3d8ed539fffb2b329d2dc1a091d606f7,247,11,1584535,1742335126000,HORDE,d80763e3693045e86ce08f69a7d5278c08afed0d538ead38756fe0ef9d05bd63;ffd56c9d91c33e0673229c3de229b10d4cc2c6747434c95f95424469b5db9d87;02cac0c3b977e833539edb86d4798058a08c4bc83f0dd6af6f0271a13c6324de;a99c43459a47015067192126391d5de0d95e458c744ba3a2c9e6cd2b45b7c320;b59685be2e6446c88149ce8b4df617cfd393bb31f2059bbd8cde118222336544
fe6eec18fa6697b18e942a19263ae4d1d1172ad48edcd616bcde67698d67c051,247,11,1612655,1742594527000,ALLIANCE,ee2e9c42fd91ed82c4bd8e7c9d2116619735e3a5bc89bdc9b467a1b1e72cb6ee;93c2bfa658111fed1f697305488377f781affe1bf16ba964c4fb0ca37b1e0d0d;b955d61ac4e426ce875164b7e350c1fdd31cbc30f708444a9e24b80dd120477f;c139b063634b0d3cb4848747465902bdb5b29c9fe76d72e4b17754734e2a2966;1cdd6363a36864d0bfbdca246c54b24e0ebd912fe3da65b9ac4e8bdd35fd772a
c132ebbfb8b670772f231549c16c73479d9bae61a7b63e5d249885a503b2bdf9,247,11,1639744,1742489599000,HORDE,0e4d89e760973e6ae8ffc93e7bbdf78de11bf012eaa26627698835a2bd0d1cbc;a2d8d90112ff4507cd8cce05f9fdc49be75a6d1d91be3963b0a1936587d43505;d56f3534a8d6cceb461f4c6615bba9918694a132216cfa6fdaa5d1dda5c70771;04a258f2e3cc56f85d4f44f0005155771dfddecc6aab26550b3dc422a713e781;315cd5a2f5a66869f577ed4b301bf5feddfdaa8ffbc977919bd0e16ac30f8699
44ffd0af090da39f8d550ae265cfd983a470e6f2246139c999564dce16a97924,247,11,1668156,1742330170000,ALLIANCE,e68dde21eea3e6b2bd4621b1296122624c8d65dcccdf7362632a8e6f3e9726f0;d08aa389604cdf3d3c2bb5662709f1b58cae287aa709881f695c609612b1505e;9bcab80ef8230e2cddc6c989a511931a8af2264f3020c08134107a860252b336;a70fe36e5af36da3e9a08c1de83378150d3ac70979c78466195bd2e9e2def999;ee8d2da8de9929dc0084454e4acec765e6fa019780f49fda9010e6cf70340a97
33d734270aa408f460d40174ec9613541cbf2bb3dbbdda4ad86aa07eac2f3081,247,11,1680220,1742529925000,ALLIANCE,101f917466bc1cf8c51eeda4ad9ac37834d3102a80955dfc7233f091dacbd0e8;e76b1a377ad2b87ae64c6a07357b40bb696f2dededd59959e286b3b6b4cf596a;98da22b0811cbc2109942105defdc30cfcc3daef1653e5b3b5cab98e88d78e60;4e85a339501c6d16f749f838baec3e5316420ab104c5c8a3ebd972f856784605;41c8018046368db2de8302760eedae6f95853818edf895ef8b560612c5cdcd84
680b6cc78b953f6564c152a5f3a21e758db242a0bb8ab82ba53102a0229c26cd,247,11,1704448,1742592151000,HORDE,927a93787dee0cc5d4772b3d4c5e3699fc33423d2dd3fc73d64ac999fdcbdc7b;1b12ac2fb95bdbc95692b94c0bd4a8e4e0ca813b443bf597589e3cb6a657d1e2;4c85b327de3097b4fc9b864ea964a19b9ca96b9157e69e936953aad2dc7be431;1e2da9233cad7e7c3d201d3ef9265b497e75412879a3b6e8a8fcdd5f7d9004c3;b57fc9d5f9d924447410ade8803f5820af15b846d9c6074bd7180f63b50cf65b
c1c91b975737e7ade3eeaaf5e8150bd7a7ab53dcd17b0a9b83c698b007265382,247,11,1710469,1742660092000,HORDE,f534a6bd3a814bec07316dced51d846eb948979184724c5f1aff166ec75f772e;72521162bd5685a2c8fc63ef0f153283d611589b40b674d11bc63d2f7dacfebb;4093f873e10dbdf1874ce822280dd55e1002e8d8d26c46ac26a7ce1340aa149f;26745e3a3f8a3f9f2413953bebf40130990de73089f01047a2bb1ceb972156ed;7c50def08785e1ae3bf1149fcbe14bf4bc84ea4bd6492e28730dc83623d14f7a
