hash,dungeon_id,keystone_level,duration,timestamp,faction,members
4d091a0799417a7c058641968cd62c337571299f71bb5d8fa9545dc2533d3293,247,10,1447846,1741668257000,HORDE,b643de246e87c2e672a49fe312faa59a5750673e1aae93f273ebb6e176eae19b;1a81e11f593f3bee94eab0c3cd70e545311cd9b050a297fcdc09af97f4f2a879;b69641f8f5ab9e68e3039f9e6c068f43e7bf877ea4c5f3dee3eb98b878952015;fafb7ea9733f369293366bf4ea62b2e5469a1da4149f025fc4bc6ae0d569b97d;c37330c62e92fbd3abd61172976d0d4fcaeb4485daf218d23817ff22fc01e12d
f1497f9158cfbe3f7e63c6b7f919c67e5e1a81f580e018195e67133d6570200c,247,10,1448713,1741400891000,ALLIANCE,fab9cb62b872cd8874c2648ac09b2beb2adcd8277becd330a0fec276eca34337;4df6bfb4ba67686a611613cee5bdc714d8355ec9621c21e837634e87d94e9035;c5a6ea12609469fcd615298541d7c72795a559bfecee87f8b5e55452b2761cee;4d031a87e4da9085f64ac289cd781a59a1cb15c8f9dd4f921a0468dd5c5ac9a7;dce2846769a5bef4b768ecce83a42fa16d76517cd531382bec5d6805eacef300
41ead7f8de962ab4cdc31c3b82794cd15c60be7ae8a9e9b4a44fd5cad9bb6d0d,247,10,1449902,1741675964000,HORDE,07e06f3b477a0e777368e172553c85c8be4fdfe31fbc5e05617cffe5d356ed23;f228e23a72d88f562d959f60216dd64c1bdd5458e375afbf990df981d8132f63;e2b59b2d4164beb097f5da0bf8476448f36a2b8a4a52103b9027c1860e4eca5a;bd15e4873180334e248edc8962c88c6e4d9c71ed7e778d1e71c3964f7bfe3e7d;a25668cab0df656de56eb89da82330bec3768a595258cd12af90fbffc464003c
44eb41aa6e76c1b61dec9ef84214c50b7082dc075e94cd805ba2bcb51d4d5fc4,247,10,1450550,1741473254000,ALLIANCE,77df819e44414102dfab468793fd68180e65670b9e7eb9fe929baf9e225c5312;e09ab329cc5dada00acdf4df3c2b7e87f3b9fb495f8a1299dc6cfc7e96c77ec9;fd8b4ad019b0a0915cdfaab1b9ee6607b3d786e4fc8fc29bddaf30c310ab12d0;e744c49a49179a92882edf535fedfd3757137380cfd08729a63d62866e2ceff4;0e1b67fafd9274736d0ce44f36d54f11e874a8b5b46d5f9a99ecb07bb6957539
fc2b7b9589c31aab643a576a7e19e02dfaa9e2ba600da7e742d6b4ec509acc75,247,10,1455442,1741491694000,ALLIANCE,62dfaa8ab80bfd91a8c08042a2a12542b7f77259754de402d901c8173cc7c589;ba481c08a40f8fe9e1ad1370912b2de01058e9501c90ab66f7c55cbd26e11c71;1e0744f3ca394b9a2c6b5ef68ba07d0a1cde9e1829d5ee9aee084087d0931e28;2420a6bdc8f35ae0f7d2613242b47a3860e820f82caa883961f33ccdded4c60c;2262380f3cab51b177e0ad1963ccd812f0a70898f69ba1bd6be492f8fe5136d9
e3444da1f16bb2805e331826e26d1fc01d2ca0ce20301820999a77eda504d2f7,247,10,1458001,1741494843000,HORDE,6c208eed7c8bf1420f97c5bc67a0ffbc6f43f64ab6bc4d9dacfe208e7a2621c8;0712755d86f3acf49e867e80004b18bcccd942abcbdd3a9af2698f4e9e1a5629;b6e3e687914286276759c556bc90a8a2dbe637d84641fe7099436fdd9b6a6fe2;faaf3f8e09c9f8c8609b6af85171eb885494635ad12661f60704489bf8cc7642;95a4d53f901b59d46bd1a015fd8c28d1f10171a34d66d5a30306830859a0f49f
75a9ff202bb868ec1f5eb79dd09ad943bab6a40d35ca4bb078c6e7f0c14b4f22,247,10,1463897,1741503346000,ALLIANCE,fce72f939da1adc172df51a6b02b5720fe5d5168937edb9b15b7db504420266b;8ba8e166be7ad8f3c78691e0d526ab23b161157172694f8514e3de4af0ec25aa;14b003e816021dbc980acae2500bc7fc5557b9896585302cf843e3aeaa5978e3;f008c60eb1bb49bf6c8d7a93272fd69d64d8347d023be26a3908fcc4176c3c9a;6848978fcc8e380fee97c4aeb90ed7db76b4b07fc962f104af2965456b3b2567
2b2628c18690cc407773aeb28c49daf72ab9e375f66e0402ac2c9993fb1f9bca,247,10,1464719,1741575152000,HORDE,ba32f22b6ebce3186fe147749d362394f8f323c0d0f1966fc0e3f90a987743fb;d898d0dcc2f6b34ccfce06142fca0300878fe9923a3276219f6bc6fc7010639e;3e872900ebbc426ff83081591b7414d75bb8d9e2b83bcecb4287fa9f13680a90;57d2ec929ca9f81d5ba1bf868310ee15b4ecd87fd784b659d5966793d639311f;da014753b2f1cb33301b18d44635e36940501f0ae904201f540f4609ceec5176
33f9d5abba27d509d435574dd90d95c3b239243510e0fe9a6bf58968c1bf04cb,247,10,1466544,1741548441000,ALLIANCE,8ab7e9f968437028a83602d87e9c6f2c99780c55a0bd894d2e9daf631cf1a6a0;102567494ca6a7b73bb585647e043712c5934765b2386ffec6233810b2df98aa;717fd33d7b546c9163a18bea35ec24536beb0ac205ac1cbd610e98ae2ee0b7ec;a0c7c00cd4b5b18dda69134575c9788acc80238dcc002093651f1acbbcf4c74f;ca35683eec935f4a3a485e270585dc64f0c602f96cb4deb913487d4e890b0e3b
07f937f791f970876404d828e2b0800a3dcacdde0644f9435e052f1d38bd8801,247,10,1467187,1741547303000,HORDE,e3d80e9ed9162731d57f64480ee0d8a0c2e1e969f1ca4d2aa076aff2a5af5282;94ce6006aac552e818f60651d921e816b874756c6cb01fff546918a31e4ca50d;2e211ceac8ade41bfcb2d1708bd30fa062c3b8efd7aca6f07c04f18fac4d9876;537f734aa1d405c16b01316a56fa29caf26ac3914f78c9657850028194fb1551;8e1f91a8e475d5b93090c58e8e42b0eb688d755d70698387f61acbf3890d1a8a
