hash,dungeon_id,keystone_level,duration,timestamp,faction,members
9c2fe40ae48da52acc17f420fe79ad1402da081f3cf9f88fa7c7797c807ba719,247,12,2133958,1741472022000,ALLIANCE,850a787043faa35ebe6e1702e912e166a269579c3b83621f8b368734a378e99f;a2e9109b31eecb39d254255261a5efae4450ade90e24decf83ca0643850667ee;7d9392dece0dc459e7c7df6b34017f7a259bf26c16247887895dae8d10885869;b66fff3d7acd2eec04bc18a1bbb504eca8f5bf08a813aca5b15354593e33b139;65cd36e9ea37e7446150068cfa24be16c363251b010fd3a40c014989a658c00f
ea7c9809499d98dede628babc2a46557955d377cf7b50dd67a65e4eaf0381a2b,247,12,2145385,1741541731000,ALLIANCE,996d2d17a68f88e1a28e6b56c3e57b94b6ef1ce47c298f69258aa56cbeaf4bbc;8437a80da66995f1761a7c73eefa8c9891f424902b0356b6a8b375f9f3c29f8a;4130428474c65a1e4029ce090a9b7e7cb597a208837f1253899c74b386299c83;934a84467f97d0459973eeeb36e85a0a8c493bae4db72f4392f53f80e26caf11;c664406a82ed5631afefc34d83d282518e96a86a9ad38f55ffd9b6a4d2e4ba48
718fc2a20cb889a01aca1dc6af5d9527b0e882f6e099bf30d40179b3416808a6,247,12,2228961,1741735336000,HORDE,5e6f5d89fb10aa5935b7acc978c2507f587a7a000fcee353fe9980a1aac9f68c;6f17512f9cc20102397611905fce0a866b251c815e2af7ac537812b8b38cb4a2;6ae1ad2390ca74e1edeb1838ce39af829880a5b72d7eed9dae0f2c7695a59819;a32b32103479dcf1b20bc7673b02703d1f8d91e0bb4405162e4cde6b92f68b83;03ac33e85b7ef07a5b4284ca0d64fe299b0f942941f33860ba05c239509a2b2e
0d065d7c24c40bf444e277852fe2de88a4fa8f8198a664795df78fcff911fa34,247,12,2602130,1741638427000,ALLIANCE,91a4ae68ba3f51c924a441a064530356e26a9374b64e0ad8f3de85ce4a69fa76;54cfdf03d2ef147a44037e54c4e93111419c4c8bde61f830eb1225b9c8e5d8d4;ebdbb94366b2623f85f76b8b00f94025a3ca7709ce8c9df4fe126dacd3c0a961;1521d7376fe35a6ddff8b24b462b4617e7a9beac8173c9015c325d0fbf6887c0;005a7a46954e4d3026895d861112e78b9c9ab5f0f19a37983ec95b96b02fee21
426103f0755b5eec94d45e045022d2fa1395718b72120805680ba21521e2fd7f,247,11,1517876,1741712194000,HORDE,9e0ff629830c11869ea37ffccf57eb17c34d0b3729b4a4c4d03e8f9d0e512420;2d1c215210b44e1f6dbf782b4dfff2b33a0f8291f3bf34de45b8d63eea2e44b4;62756b3eb48d071224ef5803edc6de1682dd18124e849dcaa36d6b399406555e;17a7cb6d9e4af2779268931c9c9f67ad382a5100543129ed572745fb79a96fb2;7520eebb6f5eef10294d2bab498d0759dda3b924df81a20cb16aa531fc932953
597709497b823c1353e12b3dd63f4f7d728f579a94823633a81c452e3de880ad,247,11,1533644,1741702272000,HORDE,efdb70a3cc39527daea567cc8c0351681c061abb9e714f2276a0cd4a0695bd4d;739cb6bbaa9fdd7815332247c8224de5ca887eeaadd0ba99560e1e1ec5412929;477b8527875dc694a94a1c573c388c8c6e9180692405e70f22b1f920f19bce54;3379ba38e9aefcdcced9913044b02c21411bb7ea2480a8b14494b3737575b72e;3886c34e001656300e20b2a5b70278553fd9f353d661026c730ce56fbcec3208
c21d59249a2587c15a56cd4718ba409219db38061320fe955d26c03fa15020c7,247,11,1541128,1741620371000,ALLIANCE,705a94e5a0363f207b96a4ce392339c14d0ac1e934e7c3ed681e8a6f70ad6f24;0bc746c76aa357b119327479ed526f2d15e9efa82dead8d47635375bb862450e;5a91006e37690cfc1a7295bf5afdd52cc02c2a4c2b7b026f7b9ddcbb7b3300dc;f436e20376a76600860bab514a6fe9827217d703df63822298f5575ea542d4e3;6d65397dc04def66bde3984661f628f0d6cd7e5c42d82673c583655c0ca78088
49d6477ffd95265fbfe5dbec0eec5012762470974ca0aeae649953b11eb5ba40,247,11,1570431,1741539341000,HORDE,4dd0ad25e8814eca099f2781b3dcf87fe7757c16cba1c157581809d35a44f853;953df3030e10911cdee591eb3f107ae53814adbda34946acc3c41e3593c9fa83;0bbf5193375f8fa5d35f09153cd103490b0c04ce372459ca46ffb463d69d534e;699208ad5e861dccd2e3577428ca9450811f09b14d0be82b6dabf2022b57100a;cf39ad337f099871712fdcba4ad20045625cda43e6caf68557ec615136cf6628
698a93603b35a795e84e90f4725eb1b58384f82016a78eaa6418086c9d479927,370,11,1837300,1741404445000,ALLIANCE,bf63d064af4031d5ee3f2cb742e925f4ce47f8a63369eb7f99fcfd199cfda297;351d15e03e2ac9ee86a01bea14c7b556b7a1716edef19c6e65df6d2f168a5219;5b347ae2c2e5368e74cc0dfe0bba4a8ab93386c8096d2165f07e7d99299f5643;e04f2d3ee9ffef003dd3e783890f8262d68c398533d147fdf96ff63430d0eda4;ff455920291b36fc47c70d6596e2f068b013a007a8373a01633d4f8887015f46
bb395e6ff585ef66d092ea916baec3555b3b1de69abecf866e4d96385f749c03,370,11,1837307,1741512897000,ALLIANCE,085c6e1b0bd268ed4e6f498308c7130da39a927d63ef5c4de1b22bd44c578593;d85598776e7a8b717f74a68054571460fcbab9ac563eb7870a6961cd4988dc05;297fceb3d7fbeee8dd1cbf6e5d7f93d82de19ed56e0eeb9cba10b610b0d8487f;a888f2fa040cbe1840cf9af39a8615194dc4085f36f6711ca31967992769bfe8;d2905878fe21b46d4aa5e1efbf93dbce3628403e08614b756a918ae44954fad5
5ea600bb68ba1ef4f15038f35c9d4a9251491304baa55cadd3521a57a5052c11,382,12,2098624,1741624980000,ALLIANCE,3dcc09ee583c88fb458dc73d048dc9ef495b522db5bebf3ff1764669c49609cf;4897046e15a6c5d70a2e893e67233a868b862116e4f1e4f7151b5e66a6c08cbc;053f1635af5a585b923068498055fbd0708a15564b5c2642bb77aea7116c6c69;7d9392dece0dc459e7c7df6b34017f7a259bf26c16247887895dae8d10885869;59e05d2a6d90d687b2ca3e3bd49a53a6c086a7a04bb69b040875aedd44c0bddf
b17ec644b94a8a302862f0f90a70e7d9ca80e0451356ceb8b4d473e9abe1fbf9,382,12,2104963,1741541077000,ALLIANCE,f50b5a26a50590e3eaeda77eb94b002f5c3e3b33d9c2616ab697638bcc4d7c97;b925a70d748d77f9420e6e4edd7629ef6b930b139badfd9f58db651a4a25db66;fae27f74eec55c4b862d494886fd517fd7e617e145cdd32c263567c1f2d9c0ab;33aa2da06bc0afce8b7796be13d1efad7864ff2e48d3ba68367e10c49c6e8945;78c71dabf815cf2dccc973d014b113c1dda88bd27eb824b70f0e743f2ff1993b
bc80073c0298b4d6b7316a1da84c955e212c7eebd4451fd2ca82e2fbb7ed105e,382,12,2116232,1741692503000,ALLIANCE,8dc9abecba24cc83617652ff67e5136b7bfbc4c155c8af1d42d99928ed0c2d2f;3d834500ad86308705afa7d2a266ef310f9dfccde51f441cb6184d6ef9f751da;ecdc75dedb429b1a2b0eb49dbca87c523496a55bdffed4be9e55310bc55884fe;0043a9d4476b2200c3ee5d142fd4e4ec7aa326594eb2977e34d02a3d0b1b20c5;ec992e0978eca0a507ee0950d004c7fb80f300b39c1af7efbbff9560758d5f32
5f4150fd7930bc4fe4b1201abeedd7d5ed4b517395df1ef1f7b95a30c360f04d,382,12,2135118,1741630902000,HORDE,52079d7ef3622ebf675a2ad6f7cbf9515e30182e8cc18e4f36e112f7068f09cc;2636fbfbedbbfe0753c9012d4b53097006008c1716c40b6b48f435a19fbdb5c1;f7624b02f306e9e03efca077307d004e67c362b7629b377379e7030bab3972d8;e8e1ed5a4aadbb15ff2c4f6329d5c8b67a7d437eee137e4beb56df46835c909b;fae27f74eec55c4b862d494886fd517fd7e617e145cdd32c263567c1f2d9c0ab
83a7f5d40c62fdccee77ba6c37b92b9b49a9c9f0ef0d94642452a818d04b4896,382,12,2148806,1741512345000,HORDE,82541418a3278a2399501c1e53862dc01afcc42639fa463e6087751b0cdcc4d4;cd11789bb502c632ea751db0c2c25ae38fd38eb240b7177e30696b13e869ad6b;321a54a29ec64bcfc52beaef1c62dce0b95e45510e2efbd8b88043ff75979c7f;b78e493aadde711074cbb10be84e98d35906fe11bda2fd16c061bc77a535b24c;cb1b501963ea99e3100932c8f6215922a364709053848e17b4da2a471d99500a
98558bea4d887c4bc23ccf57010905a012bd10adcd6d162fc3e77662fdacc2a5,382,12,2338899,1741642000000,HORDE,2b474a127b06cdf47727ce4bcb92d3f6379960d2938bedfb57b9bc674e8cce9b;036e028202de73dd205d3bf4c0b3d705bfc69584ceb4222f1243ceb7eb1022b6;297fceb3d7fbeee8dd1cbf6e5d7f93d82de19ed56e0eeb9cba10b610b0d8487f;423e12375ea500ca9f0780b6a44aaf3dc38f04ee6f5d168fc0819ef10e9318fb;5f7d0f71c4fbe146c7dd8fcc5df035110b7ce7c3629319766d75439c00c87ec4
